1.031263470649719238e+00,1.012899518013000488e+00,5.483000000000000000e+03
1.445439815521240234e+00,1.412886381149291992e+00,8.860000000000000000e+02
1.230268716812133789e+00,1.198233604431152344e+00,1.799000000000000000e+03
1.698243618011474609e+00,1.588383078575134277e+00,1.666000000000000000e+03
2.570395708084106445e+00,2.420943021774291992e+00,2.800000000000000000e+03
2.344331741333007812e+00,2.159079074859619141e+00,6.727000000000000000e+03
1.023293018341064453e+00,1.034307003021240234e+00,2.906000000000000000e+03
1.148153662681579590e+00,1.126061916351318359e+00,2.449000000000000000e+03
1.002782464027404785e+00,9.976430535316467285e-01,6.373000000000000000e+03
1.071519374847412109e+00,1.063823699951171875e+00,2.442000000000000000e+03
1.088244080543518066e+00,1.056335568428039551e+00,6.787000000000000000e+03
1.096478223800659180e+00,1.073720097541809082e+00,2.794000000000000000e+03
1.135010838508605957e+00,1.085358381271362305e+00,4.307000000000000000e+03
2.679607152938842773e+00,2.449289560317993164e+00,5.284000000000000000e+03
1.047128558158874512e+00,1.051555275917053223e+00,4.946000000000000000e+03
1.047128558158874512e+00,1.048233985900878906e+00,2.940000000000000000e+02
1.559723973274230957e+00,1.525981187820434570e+00,6.001000000000000000e+03
1.096478223800659180e+00,1.091747999191284180e+00,4.892000000000000000e+03
1.071519374847412109e+00,1.042923688888549805e+00,3.810000000000000000e+03
1.380384206771850586e+00,1.322582006454467773e+00,4.363000000000000000e+03
1.053296566009521484e+00,1.035242676734924316e+00,6.198000000000000000e+03
1.035142183303833008e+00,1.061555504798889160e+00,1.798000000000000000e+03
1.249807119369506836e+00,1.192665815353393555e+00,5.707000000000000000e+03
1.087023138999938965e+00,1.069133281707763672e+00,6.823000000000000000e+03
2.777253150939941406e+00,2.610894918441772461e+00,5.281000000000000000e+03
1.621810197830200195e+00,1.578706502914428711e+00,1.731000000000000000e+03
1.023293018341064453e+00,1.016420125961303711e+00,6.120000000000000000e+02
1.071519374847412109e+00,1.065511107444763184e+00,2.600000000000000000e+02
1.096478223800659180e+00,1.068991661071777344e+00,2.418000000000000000e+03
1.023293018341064453e+00,1.022089362144470215e+00,3.543000000000000000e+03
1.122018456459045410e+00,1.079297780990600586e+00,1.552000000000000000e+03
1.096478223800659180e+00,1.096437931060791016e+00,1.713000000000000000e+03
1.071519374847412109e+00,1.050281167030334473e+00,8.870000000000000000e+02
2.089700222015380859e+00,1.991249799728393555e+00,6.546000000000000000e+03
1.122018456459045410e+00,1.114519476890563965e+00,1.687000000000000000e+03
1.148153662681579590e+00,1.109131932258605957e+00,2.938000000000000000e+03
1.737800836563110352e+00,1.637243986129760742e+00,1.541000000000000000e+03
1.186485171318054199e+00,1.149105787277221680e+00,4.993000000000000000e+03
1.027488231658935547e+00,1.010817527770996094e+00,6.478000000000000000e+03
1.127432823181152344e+00,1.067893147468566895e+00,6.372000000000000000e+03
1.513561248779296875e+00,1.468038797378540039e+00,2.683000000000000000e+03
1.051810503005981445e+00,1.026487469673156738e+00,6.567000000000000000e+03
1.096478223800659180e+00,1.078230977058410645e+00,4.825000000000000000e+03
1.174897551536560059e+00,1.156089544296264648e+00,4.037000000000000000e+03
1.230268716812133789e+00,1.173510313034057617e+00,2.344000000000000000e+03
1.081658124923706055e+00,1.046069145202636719e+00,6.096000000000000000e+03
1.075214505195617676e+00,1.047188043594360352e+00,6.603000000000000000e+03
1.177628040313720703e+00,1.120945811271667480e+00,5.103000000000000000e+03
1.071519374847412109e+00,1.071575045585632324e+00,2.350000000000000000e+02
1.227238893508911133e+00,1.202465295791625977e+00,6.812000000000000000e+03
1.810682296752929688e+00,1.688927888870239258e+00,5.475000000000000000e+03
1.258925437927246094e+00,1.190630435943603516e+00,1.545000000000000000e+03
1.047128558158874512e+00,1.029556512832641602e+00,1.543000000000000000e+03
1.238493442535400391e+00,1.198187351226806641e+00,6.751000000000000000e+03
1.047128558158874512e+00,1.017709255218505859e+00,1.303000000000000000e+03
1.348962903022766113e+00,1.262224197387695312e+00,2.067000000000000000e+03
1.122018456459045410e+00,1.102084159851074219e+00,1.667000000000000000e+03
1.096478223800659180e+00,1.094199657440185547e+00,2.790000000000000000e+02
1.075932502746582031e+00,1.042372107505798340e+00,6.208000000000000000e+03
1.288249492645263672e+00,1.256621241569519043e+00,1.817000000000000000e+03
1.055580139160156250e+00,1.032500982284545898e+00,6.323000000000000000e+03
1.041752338409423828e+00,1.021138787269592285e+00,5.152000000000000000e+03
1.230268716812133789e+00,1.159463047981262207e+00,2.385000000000000000e+03
1.023293018341064453e+00,1.066968679428100586e+00,1.247000000000000000e+03
1.096478223800659180e+00,1.080017805099487305e+00,9.250000000000000000e+02
1.185268402099609375e+00,1.139745116233825684e+00,5.895000000000000000e+03
1.047128558158874512e+00,1.039839863777160645e+00,1.862000000000000000e+03
1.230268716812133789e+00,1.166766524314880371e+00,4.653000000000000000e+03
1.071519374847412109e+00,1.071836471557617188e+00,2.611000000000000000e+03
1.047128558158874512e+00,1.022480607032775879e+00,2.025000000000000000e+03
1.122018456459045410e+00,1.100504279136657715e+00,5.760000000000000000e+02
1.033075571060180664e+00,1.025462627410888672e+00,6.402000000000000000e+03
1.230268716812133789e+00,1.166017651557922363e+00,2.471000000000000000e+03
1.122018456459045410e+00,1.091601848602294922e+00,1.838000000000000000e+03
1.230268716812133789e+00,1.179229021072387695e+00,1.249000000000000000e+03
1.039774775505065918e+00,1.021464943885803223e+00,4.987000000000000000e+03
1.079040765762329102e+00,1.057539463043212891e+00,6.561000000000000000e+03
1.023293018341064453e+00,1.014964938163757324e+00,2.039000000000000000e+03
1.221728086471557617e+00,1.166635036468505859e+00,5.370000000000000000e+03
1.148153662681579590e+00,1.124538898468017578e+00,2.750000000000000000e+03
1.992675781250000000e+00,1.925440311431884766e+00,6.554000000000000000e+03
1.180084705352783203e+00,1.145758628845214844e+00,6.706000000000000000e+03
1.192479848861694336e+00,1.134473562240600586e+00,5.978000000000000000e+03
1.445439815521240234e+00,1.416392803192138672e+00,4.774000000000000000e+03
1.188502311706542969e+00,1.155608415603637695e+00,1.590000000000000000e+02
1.174897551536560059e+00,1.108700633049011230e+00,9.430000000000000000e+02
1.318256735801696777e+00,1.254637956619262695e+00,3.265000000000000000e+03
1.288249492645263672e+00,1.220749855041503906e+00,1.546000000000000000e+03
1.348962903022766113e+00,1.249279022216796875e+00,4.587000000000000000e+03
2.880007982254028320e+00,2.662726879119873047e+00,6.721000000000000000e+03
1.061641693115234375e+00,1.042907118797302246e+00,6.214000000000000000e+03
1.023293018341064453e+00,1.010507225990295410e+00,2.260000000000000000e+02
1.336341500282287598e+00,1.285775899887084961e+00,5.912000000000000000e+03
1.071519374847412109e+00,1.047604203224182129e+00,3.828000000000000000e+03
1.096478223800659180e+00,1.079267859458923340e+00,2.388000000000000000e+03
1.258925437927246094e+00,1.222004055976867676e+00,3.813000000000000000e+03
1.698209881782531738e+00,1.616826295852661133e+00,6.640000000000000000e+03
1.023293018341064453e+00,1.016186594963073730e+00,8.850000000000000000e+02
2.965382337570190430e+00,2.851144790649414062e+00,5.776000000000000000e+03
1.096478223800659180e+00,1.058861732482910156e+00,2.472000000000000000e+03
1.698243618011474609e+00,1.627545595169067383e+00,2.251000000000000000e+03
1.318256735801696777e+00,1.296886682510375977e+00,2.386000000000000000e+03
1.071519374847412109e+00,1.059794545173645020e+00,2.523000000000000000e+03
1.230268716812133789e+00,1.207902431488037109e+00,3.000000000000000000e+02
1.010571599006652832e+00,1.000036835670471191e+00,5.699000000000000000e+03
1.023177981376647949e+00,9.998106360435485840e-01,5.962000000000000000e+03
1.047128558158874512e+00,1.036464691162109375e+00,4.162000000000000000e+03
1.174897551536560059e+00,1.164988994598388672e+00,2.810000000000000000e+02
1.096478223800659180e+00,1.065535545349121094e+00,2.061000000000000000e+03
1.023293018341064453e+00,1.034012675285339355e+00,2.566000000000000000e+03
1.202264428138732910e+00,1.124085664749145508e+00,2.447000000000000000e+03
1.026862382888793945e+00,1.017179608345031738e+00,5.150000000000000000e+03
1.023293018341064453e+00,1.014921426773071289e+00,1.558000000000000000e+03
1.071519374847412109e+00,1.048729062080383301e+00,2.573000000000000000e+03
1.047128558158874512e+00,1.023632407188415527e+00,4.602000000000000000e+03
1.074100494384765625e+00,1.055451750755310059e+00,6.664000000000000000e+03
1.000881910324096680e+00,9.841391444206237793e-01,6.311000000000000000e+03
1.174897551536560059e+00,1.139229536056518555e+00,1.515000000000000000e+03
1.122018456459045410e+00,1.104311585426330566e+00,1.253000000000000000e+03
1.096478223800659180e+00,1.096537470817565918e+00,2.565000000000000000e+03
1.023293018341064453e+00,9.984992742538452148e-01,4.070000000000000000e+02
1.047128558158874512e+00,1.059614419937133789e+00,2.444000000000000000e+03
1.621810197830200195e+00,1.612925529479980469e+00,4.062000000000000000e+03
1.288249492645263672e+00,1.291217565536499023e+00,4.805000000000000000e+03
1.047128558158874512e+00,9.895660281181335449e-01,4.734000000000000000e+03
1.071519374847412109e+00,1.054687380790710449e+00,1.367000000000000000e+03
1.007688403129577637e+00,9.815388917922973633e-01,5.346000000000000000e+03
1.096478223800659180e+00,1.058592796325683594e+00,8.800000000000000000e+02
1.114724874496459961e+00,1.074915528297424316e+00,5.712000000000000000e+03
1.148153662681579590e+00,1.145230531692504883e+00,1.608000000000000000e+03
1.698243618011474609e+00,1.594713926315307617e+00,6.590000000000000000e+02
1.248883724212646484e+00,1.190515279769897461e+00,6.713000000000000000e+03
1.122018456459045410e+00,1.142525196075439453e+00,5.270000000000000000e+02
1.023293018341064453e+00,1.014342784881591797e+00,2.950000000000000000e+02
1.288249492645263672e+00,1.246952295303344727e+00,1.605000000000000000e+03
1.148153662681579590e+00,1.111781477928161621e+00,2.392000000000000000e+03
1.148153662681579590e+00,1.134704589843750000e+00,2.840000000000000000e+02
1.004342198371887207e+00,9.893084168434143066e-01,5.636000000000000000e+03
1.584893226623535156e+00,1.517997026443481445e+00,5.650000000000000000e+02
1.740405321121215820e+00,1.680572271347045898e+00,6.712000000000000000e+03
1.148153662681579590e+00,1.110913157463073730e+00,1.260000000000000000e+03
1.202264428138732910e+00,1.197912812232971191e+00,5.500000000000000000e+02
1.148153662681579590e+00,1.116212844848632812e+00,8.300000000000000000e+01
5.888437032699584961e-01,6.179031729698181152e-01,1.137000000000000000e+03
1.740455627441406250e-05,8.041685819625854492e-02,3.226000000000000000e+03
2.241134643554687500e-05,5.588746070861816406e-02,2.845000000000000000e+03
4.897788166999816895e-01,5.138413310050964355e-01,2.150000000000000000e+02
7.943282723426818848e-01,8.035278916358947754e-01,3.106000000000000000e+03
7.209162712097167969e-01,7.285211086273193359e-01,5.565000000000000000e+03
1.740455627441406250e-05,1.043537259101867676e-01,3.640000000000000000e+03
1.584893465042114258e-01,2.336888313293457031e-01,3.248000000000000000e+03
2.398833036422729492e-01,2.774474620819091797e-01,3.680000000000000000e+03
1.905500888824462891e-03,8.661818504333496094e-02,2.705000000000000000e+03
4.677351415157318115e-01,4.697648882865905762e-01,3.049000000000000000e+03
5.011856555938720703e-03,9.545540809631347656e-02,4.688000000000000000e+03
2.691534757614135742e-01,3.150551915168762207e-01,1.908000000000000000e+03
7.036893963813781738e-01,7.239409089088439941e-01,5.205000000000000000e+03
